Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY
Date,,,,,,,,,,,,,,,
2020-01-02,72.53851318359375,46.0664176940918,298.57861328125,72.59889150198023,46.43501489183911,298.5970126532111,71.29230380764884,45.87373847263079,296.4279903485333,71.54588979671196,46.342864793486875,297.35626110222984,135480400,11867700,59151200
2020-01-03,71.83329772949219,45.81509017944336,296.3177185058594,72.59406313642577,46.066409748204144,297.44818606290164,71.60869213351766,45.312457433243914,295.1137376014159,71.76567430155144,45.50513342580907,295.16887962392286,146322800,11354500,77709700
2020-01-06,72.40570068359375,45.79833221435547,297.4482727050781,72.44434370473681,45.99938721656085,297.5309857629317,70.70303448364317,45.67267563418035,294.4336916748636,70.95421043587167,45.78158056019413,294.5531754410407,118387200,14698300,55653900
2020-01-07,72.0651626586914,45.44648742675781,296.61187744140625,72.67135607636844,45.7396892931823,297.356322917187,71.84538465436648,45.36271637796815,296.1615134520832,72.41535254834196,45.61403271999781,296.8783879120139,108872000,9973900,40496400
2020-01-08,73.22439575195312,45.53025817871094,298.1925964355469,73.5262872851597,45.77319869254204,299.4149485214985,71.76807129058055,45.36271608222391,296.5566511814843,71.76807129058055,45.46324197924826,296.80479025365827,132079200,10676000,68296000
2020-01-09,74.7797622680664,46.3596076965332,300.214599609375,74.97296995476395,46.40987224513015,300.2881410116043,73.95137344000949,45.9407460452077,299.1760446735445,74.20254195863613,46.07478164580543,299.76426370007135,170108400,15398000,48473300
2020-01-10,74.94881439208984,46.51877975463867,299.3506774902344,75.51396196419593,46.853870395606194,300.9590521159792,74.44647000292952,46.45176354384188,298.8819702432544,75.01402769601006,46.47689422343303,300.80282571626174,140644800,13040100,53029300
2020-01-13,76.550048828125,47.02140808105469,301.4094543457031,76.57661912211044,47.105179129863764,301.41862598649175,75.14685723047293,46.42662213013182,299.54374066491187,75.26520375211625,46.518772201218205,299.97570531257446,121532000,14302900,47086800
2020-01-14,75.5163803100586,46.912513732910156,300.9498596191406,76.69738393857047,47.15545430312861,302.02515715904633,75.39321353332888,46.770102278709864,300.3892116321519,76.48726853727727,47.113568769285074,300.9682309449437,161954400,16345300,62832800
2020-01-15,75.19271087646484,47.49892044067383,301.6300048828125,76.19740656699395,47.733481984983385,302.39282170228535,74.76040023032917,46.91251338423857,300.7752753260005,75.31588495400673,46.91251338423857,300.85798837525687,121923600,17735400,72056600
2020-01-16,76.13463592529297,47.599449157714844,304.13909912109375,76.24573732895618,47.70835410782809,304.13909912109375,75.37387064834499,47.42352798914374,302.788063134057,75.73614052978684,47.62457984017884,303.01783096826165,108829200,10234100,54050300
2020-01-17,76.97752380371094,47.699974060058594,305.0856628417969,76.97993392443253,47.87589842051763,305.297031244174,76.07667669301796,47.582693283526886,304.07467902230604,76.38339587903954,47.641333671792744,304.8558950668137,137816400,14264300,95846000
2020-01-21,76.45584106445312,47.89264678955078,304.4883117675781,77.04754402533345,47.95966619763082,305.2970990026753,76.31817676152562,47.390014011595575,304.04717549231077,76.60557808010122,47.624575548553175,304.1206888555786,110843200,11968900,77742400
2020-01-22,76.7287826538086,48.26123809814453,304.52508544921875,77.28184283508286,48.28636877363423,306.0048048478532,76.6345889237427,47.90101683637571,304.36885903281154,76.94130817856995,47.959657209625455,305.352244021259,101832400,12869600,48914900
2020-01-23,77.0982894897461,48.445552825927734,304.8742980957031,77.17798563171488,48.4623044841906,305.2878913528124,76.23366779231166,47.95129581997078,302.7512458779067,76.78190767247501,48.06857660178063,303.87251385833906,104472000,12858900,51963000
2020-01-24,76.87608337402344,48.319889068603516,302.16302490234375,78.08847725706723,48.47905537438007,305.6187415504845,76.68528583944577,48.13558888616439,300.867131159291,77.34461967692074,48.462300521825476,305.53602850916116,146537600,8594300,87578400
2020-01-27,74.61553955078125,48.15234375,297.3194580078125,75.29660147871274,48.46230053317911,298.80834848761924,73.63257861706,47.85914181937941,296.5474417607949,74.88361578521364,47.926158033952106,296.8874935311434,161940000,14359900,84062500
2020-01-28,76.7263412475586,47.758609771728516,300.4352111816406,76.89781358300051,48.37852649568624,301.3175117188692,75.3980184372133,47.7251032643301,297.411458947893,75.49703974934148,48.12721011406166,298.7532951052364,162234000,15240200,63834000
2020-01-29,78.3324203491211,47.758609771728516,300.18701171875,79.1801343637196,47.9680406223592,302.03435368828247,77.6175430675433,47.46540785911004,299.9848149457274,78.35899064388555,47.75023394379421,301.8045859029307,216229200,13163600,53888900
2020-01-30,78.21891784667969,49.30839920043945,301.1612854003906,78.27205107194843,49.408925112360016,301.3726819026096,76.98237082631806,48.386901554907425,297.3563446952666,77.4146817332591,48.52931619281758,298.1099618663056,126743200,20225600,75491800
2020-01-31,74.75078582763672,48.923057556152344,295.69287109375,77.9315119457232,49.492709836958774,300.6926220828636,74.456139298992,48.713626664551796,294.7737996332193,77.50886365949354,49.40055973334864,300.53636759352594,199588400,17685200,113845600
2020-02-03,74.54550170898438,49.07383728027344,297.8893737792969,75.7120077933663,49.400548888139376,299.76428701237734,72.99015534954077,49.023572726885945,297.0622152507649,73.492499808615,49.21624872137968,297.18169900280947,173788400,12333600,69083000
2020-02-04,77.00650024414062,49.29164505004883,302.4295654296875,77.19729777289353,49.80265683604115,303.30269428478084,75.7458008005722,49.107344879189654,301.19801339312164,76.15154128644726,49.21624981612109,301.5196939211996,136616400,15417900,62573200
2020-02-05,77.63446807861328,49.300018310546875,305.9220275878906,78.43387666484607,49.492697494953305,306.13342406208886,77.03068471315635,49.04032611494525,303.90928745455665,78.1343951037058,49.34190703495062,305.37977894311496,118826800,11414900,65951100
2020-02-06,78.54252624511719,49.41729736328125,306.951416015625,78.54494373627665,49.71049923105896,307.14441311834696,77.34704001476739,49.29163759385612,305.86689066016066,77.90493506301061,49.40891834096721,306.88707429877513,105425600,9347000,50359700
2020-02-07,77.47491455078125,49.584842681884766,305.3154602050781,78.29074458151754,49.69374760941525,306.96057743895364,76.98347942731122,49.300016622262596,304.76401188211247,78.04139587134095,49.32515049517633,305.8852798546061,117684000,8757800,64139400
2020-02-10,77.84290313720703,50.05397033691406,307.5946960449219,77.84290313720703,50.12936556650322,307.6590377506863,75.97884171109904,49.66861836152993,304.3871470164914,76.05872699723375,49.69374903950599,304.42391771233144,109348800,7984900,42070000
2020-02-11,77.37324523925781,49.919925689697266,308.1278381347656,78.41179815824636,50.0958467949991,309.7453844721348,77.15536891605744,49.693740041883316,307.5947610997214,78.33917517981024,50.02883060064334,308.95499665525864,94323200,7431200,54864500
2020-02-12,79.21068572998047,49.76913833618164,310.11309814453125,79.21552479911539,50.0707192185872,310.3244666254707,77.8235277760248,49.693743115580254,309.2031983448819,77.8235277760248,49.827778708242654,309.57082131192993,113730400,9179100,43992700
2020-02-13,78.64662170410156,49.93669891357422,309.7821960449219,78.97343988034811,50.129374937283586,310.75640946058047,78.27865296968668,49.60160823150306,308.40358897961266,78.48200469564426,49.74402288986485,308.6792991735415,94747600,8173200,54501900
2020-02-14,78.66600799560547,50.22152328491211,310.27850341796875,78.91535678515409,50.32204920776649,310.39798718499134,78.15762488828393,49.94507300248572,308.99180909586534,78.61516451334795,49.953452026859445,310.1957903595299,80113600,9965500,64582200
2020-02-18,77.22557830810547,49.869659423828125,309.4788818359375,77.40714314738784,50.20474997100835,310.3428110819151,76.16281523598434,49.80264323178826,308.0818755414224,76.34438007526671,50.104224085118396,309.2766850326698,152531200,10075700,57226200
2020-02-19,78.34402465820312,50.07072067260742,310.9585876464844,78.57400976696101,50.263396642926025,311.6386914492983,77.46767279180867,49.81940432852493,310.1681997727094,77.46767279180867,49.85291083091809,310.4531096386358,93984000,6265700,48814700
2020-02-20,77.5403060913086,50.02884292602539,309.6809997558594,78.59338388594055,50.14612369178722,311.23423206535386,77.03434617265101,49.517831136067855,306.67561948884077,78.10437179605425,49.99533322276167,310.407045686799,100566000,7597200,74163400
2020-02-21,75.78517150878906,50.3723030090332,306.491943359375,77.57661741601534,50.3723030090332,308.6333673998229,75.16785392447004,49.785896058908634,305.6647566535781,77.13359500928858,49.85291226127845,308.32088648671817,129554000,10842400,113788200
2020-02-24,72.18535614013672,49.13247299194336,296.32696533203125,73.63787524765361,50.095852872854316,306.5654044917158,70.01868623749388,49.0654535937961,295.24243993861,71.96264068087156,49.51782494430774,296.9886977552083,222195200,14415500,161088400
2020-02-25,69.74027252197266,48.43716049194336,287.34759521484375,73.23842524425972,49.59321952978757,298.3396785364402,69.26820830101296,48.26961519439683,286.4652947464969,72.85593184219474,49.174357883751625,297.7239165603431,230673600,15915100,218913200
2020-02-26,70.84659576416016,48.252864837646484,286.29071044921875,72.11271051529036,48.98168647048151,292.3657582898536,69.35776562363947,48.15233892802343,285.5554646270687,69.3650279213828,48.57120061305738,288.75381480603454,198054800,15837800,194773800
2020-02-27,66.21548461914062,46.01614761352539,273.432861328125,69.23672624207228,48.49580816423104,286.3457995075266,66.07991679515257,45.97426208175115,273.432861328125,68.05050408823062,47.875894624385246,280.73945999539626,320605600,23754000,284353500
2020-02-28,66.17675018310547,44.80983352661133,272.2840576171875,67.39929122080478,45.144921024959466,273.78214824298317,62.06370365251087,43.20978169425471,262.431612691045,62.27916414492055,45.094659657821175,265.3358812080312,426510000,40890600,384975800
2020-03-02,72.33786010742188,46.84547805786133,284.0757141113281,72.9745487284491,46.87898775156642,284.1400558268676,67.2322571583197,44.98573479647277,270.6296979549401,68.33617091013136,45.178410741786614,274.07621495820456,341397200,25698600,238703600
2020-03-03,70.04045867919922,46.962772369384766,275.9420166015625,73.59428625555064,48.16071702109711,288.4413945394186,69.18830958377835,46.6109268990082,273.48811141742937,73.51440097180128,47.549176160577396,284.4526276180432,319475600,27099200,300139100
2020-03-04,73.28924560546875,49.3586540222168,287.5406799316406,73.44902354050599,49.425673418396165,287.76127615182116,70.9627984910642,47.25596999982997,278.7819301488345,71.76410400685508,47.25596999982997,281.3461473436938,219178400,20526100,176613400
2020-03-05,70.91194915771484,47.53242492675781,277.9822692871094,72.51697572999595,48.730366393421406,283.5058962139264,70.54639634186374,47.07167452150911,275.7305616596984,71.54136786626883,48.4204096445222,280.2983466782864,187572800,17948500,186366800
2020-03-06,69.9702377319336,46.29258728027344,273.38690185546875,70.40357449268282,46.837108693285046,274.6000825290424,68.08196660960988,45.22030249907477,266.74203525960047,68.26837049351515,46.02451608497377,269.4257073641197,226176800,22353900,228667200
2020-03-09,64.43616485595703,43.444339752197266,252.03688049316406,67.32183170470427,44.88522514608415,261.19082089176476,63.66874742529087,43.126003938176844,251.32000614955965,63.8503122943744,43.60350606137676,253.02026526412988,286744800,27898300,309417300
2020-03-10,69.07693481445312,44.952232360839844,265.07855224609375,69.3432313409943,45.069513112083754,265.17043693629023,65.21081458081115,42.866299927973486,251.36599633877958,67.09183070037263,44.58363525755032,261.60446391220955,285290000,27457400,276444100
2020-03-11,66.67784881591797,43.737545013427734,252.1564178466797,68.07953100256213,44.10614541420321,259.1229948208781,65.8135986798909,42.841181086261024,248.95806729985344,67.15234343249551,43.854825797070234,257.9833552511201,255598800,22653900,255316300
2020-03-12,60.09312057495117,39.50703430175781,228.03073120117188,65.36334381218688,41.82752843778057,245.07950291239092,60.03744172378647,39.11330329225262,227.6355233357043,61.95960879581329,40.66309345593278,235.28220161982645,418474000,31913100,392220700
2020-03-13,67.29277038574219,40.96055603027344,247.52418518066406,67.76484191547881,41.881682731298,249.5093817197657,61.235766409905956,39.38872485020517,228.40750737312305,64.12628289000264,41.83942663986766,241.79836329175762,370732000,33697200,329566100
2020-03-16,58.63576126098633,38.24787902832031,220.43923950195312,62.719754836954735,40.46196545831163,236.1093927100273,58.10074857584745,34.79154149267424,218.15074709711294,58.572816419236986,35.69576964799401,221.66159189335357,322423600,28682300,297240000
2020-03-17,61.21398162841797,39.87042236328125,232.3411865234375,62.363888604538765,40.14084463768219,235.43846579518808,57.71340983694092,38.340843754454596,217.88420144738603,59.9188176066588,38.771831470566454,225.20918551626332,324056000,32106700,262070500
2020-03-18,59.71546173095703,37.901397705078125,220.5770721435547,60.52161001969285,38.15492134753646,228.26969304690914,57.403535489415574,35.146470233372376,209.5666038857511,58.04506677199188,37.8084426896887,217.13055539131165,300233600,35408300,327597100
2020-03-19,59.25791931152344,35.34928894042969,221.0458221435547,61.20913545401907,37.74083599283246,227.35985119172935,58.732592172693536,34.68168269123637,213.4267276221181,59.88976507646557,37.487315570921105,219.88779741268638,271857200,41956900,289322000
2020-03-20,55.49589920043945,32.366188049316406,211.51998901367188,60.96463122654848,35.55210309351087,226.00651784378636,55.195710672226056,31.698581816929114,211.24264355315836,59.8389270162078,35.45069557203654,224.21303318635862,401693200,51513500,347158800
2020-03-23,54.31694030761719,31.740842819213867,206.11181640625,55.31675861475192,32.86478468405859,212.33353276775054,51.47000473892812,30.65070131763469,201.77602391744185,55.21508274022157,32.75492463830498,210.95607325737478,336752800,44978500,326025200
2020-03-24,59.76631546020508,33.3380241394043,224.7862548828125,59.962404931411506,34.98591187703405,225.66451805974856,56.72086688982912,32.81408145352742,216.14241577965612,57.219564481773055,34.83379896441054,216.71558618449495,287531200,49096200,235494500
2020-03-25,59.43706512451172,35.16337203979492,228.15130615234375,62.51882454095762,36.71830135894113,236.9893039255768,59.14171936553053,33.72675203454782,221.64300473319872,60.703176199981115,34.33520361881413,226.3763148562133,303602000,42511700,299430300
2020-03-26,62.56482696533203,37.428165435791016,241.47300720214844,62.62292535314042,38.25633396673727,242.9521454032605,59.64042200804535,35.87323591017892,230.24062163115522,59.67915672921516,36.202812820855875,230.6751262362389,252087200,37821700,257632800
2020-03-27,59.97450637817383,36.177452087402344,234.28057861328125,61.9426669648738,37.20843541575301,241.11245196766592,59.807466114568854,35.83097347586818,232.08957620077558,61.187358323126006,36.89576038185305,234.14191293136693,204216800,23297900,224341200
2020-03-30,61.6860466003418,38.028167724609375,241.88906860351562,61.85792960202071,38.50140830570987,242.61015854288954,60.376358043352745,36.371830526289216,234.38233020573585,60.700756687792804,36.371830526289216,236.38844084285356,167976400,23446000,171369500
2020-03-31,61.56015396118164,37.394351959228516,238.28359985351562,63.545261861385185,38.45913886778105,243.44216158998015,61.0057776861161,37.23378980060872,236.86915323119808,61.877290273496,38.087309183967875,240.88137418461673,197002000,25373900,194881100
2020-04-01,58.321048736572266,35.5943489074707,227.55966186523438,60.21174335831203,36.88730825079911,238.20038498234587,57.890135142365466,35.32392675465258,225.47959177832593,59.67431113291772,35.898574635312684,229.25145389535197,176218400,21936400,189554600
2020-04-02,59.29424285888672,37.140838623046875,232.8107147216797,59.34750218277398,37.343653680462225,233.59651059440668,57.35028861884206,35.37464164825941,226.1175056473169,58.18306674441,35.678867458069654,226.67219670390733,165934000,17621900,177660400
2020-04-03,58.44208526611328,37.0394287109375,229.44564819335938,59.48063441327349,37.470413097977676,234.1882135021691,57.851393792822975,36.59999181656471,226.69995397314125,58.778585252101344,36.82816115924022,231.8215436343674,129880000,14207100,135561200
2020-04-06,63.54043960571289,39.439422607421875,244.8565673828125,63.69537111341419,39.72674658922191,246.83495849489313,60.37152842394567,37.76618408647584,229.4270831374881,60.73949721914278,38.3577338400273,238.36675952953794,201820400,22850000,188061200
2020-04-07,62.80449295043945,39.304222106933594,245.106201171875,65.77489875126452,41.07041933689152,254.25850325350686,62.70039753843135,39.278871027015896,244.88433607330947,65.55701501166601,40.98591358804073,253.50042654973578,202887200,21279600,201427200
2020-04-08,64.41195678710938,40.4112548828125,253.33407592773438,64.72666628175166,40.63942421336029,255.15529419232766,63.24025901440216,39.15210214688821,245.21718037867723,63.60580460540187,39.41407183390888,247.72250163584806,168895200,18937100,153774500
2020-04-09,64.87671661376953,41.408447265625,257.18914794921875,65.38026034378561,42.025348236005065,259.96257501604964,64.0802578655945,40.859150247116176,254.6653191618094,65.04860323636048,40.93520670777605,256.6159493233561,161834800,19165300,189999200
2020-04-13,66.15011596679688,39.659149169921875,254.84092712402344,66.25905781375604,41.104218599509146,256.5512124912939,64.353831433513,39.29576868547305,250.91190613480268,64.95420843019932,40.85914744047392,256.2091610603906,131022800,19586000,114839100
2020-04-14,69.49091339111328,41.34082794189453,262.3569030761719,69.78142008992293,41.61970262359479,263.38305731179486,67.31213531371759,39.6591402401346,254.7022472679955,67.78420685231022,40.512659626785194,259.75912924719097,194994800,21801900,134143400
2020-04-15,68.85665893554688,40.233787536621094,256.7823486328125,69.31662179135925,40.90139368200208,262.4956010018621,67.93673322392213,40.06477287373284,254.65603785042504,68.36522365380796,40.31829325622194,256.60669601387923,131154400,12893200,121775000
