Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2023-01-03,89.09033203125,90.92776417873544,88.41495349133301,89.21945330850191,20738500
2023-01-04,88.1070556640625,90.61985856765916,87.20324468518812,90.39142607326262,27046500
2023-01-05,86.18024444580078,87.61045958011077,85.97167266830384,87.47141172844614,23136100
2023-01-06,87.56079864501953,87.86868921535695,84.98839839038199,86.76623304587501,26612600
2023-01-09,88.19645690917969,90.21265841493403,87.97795096869677,88.58876888229045,22996700
2023-01-10,88.63345336914062,88.8668567324073,86.11071627710662,86.13058458495952,22855600
2023-01-11,91.6329345703125,91.8216380363287,89.13005812040355,89.44788285939553,25998800
2023-01-12,91.28531646728516,91.99048988187711,89.95442014101864,91.7719839493901,22754200
2023-01-13,92.16925811767578,92.3480349931437,90.31196544351118,90.90590052069727,18630700
2023-01-17,91.53361511230469,92.33810731959731,90.22257954851013,92.14939627737729,22935800
2023-01-18,91.15618896484375,92.95189902627715,90.77877447476529,92.30830832014499,19641600
2023-01-19,93.27171325683594,93.7583806880333,90.7589028736261,90.76883702702898,28707700
2023-01-20,98.60521697998047,98.7442648281179,95.25812689297854,95.29784835455546,53704800
2023-01-23,100.52210235595703,100.71081340264897,98.07882321356192,98.45623772940617,31791800
2023-01-24,98.53569030761719,100.40290962876882,98.02915454493625,98.87338334191755,27391400
2023-01-25,96.07255554199219,97.05582465656556,94.61453083956603,96.53935471327681,31000900
2023-01-26,98.48603057861328,98.53568619089461,96.16193120623514,97.61200693402644,24542100
2023-01-27,100.0254898071289,100.88957928832752,98.29731842227046,98.37677649405538,29020400
2023-01-30,97.28425598144531,98.73333916952721,96.85717827788066,98.07385832960358,24365100
2023-01-31,99.19120788574219,99.23093692367725,97.12534337835456,97.1948673003561,22306800
2023-02-01,100.7406005859375,101.4954371374518,97.75105684092641,99.06208475800963,26392600
2023-02-02,108.06051635742188,108.08037708825424,105.81587489639395,106.06417570826528,46622600
2023-02-03,104.50485229492188,107.28581698457972,102.59790378014966,102.80647556355851,36823400
2023-02-06,102.7667465209961,103.9883823348809,101.51530824301913,101.9870782943574,25573000
2023-02-07,107.30567169189453,107.93138696280535,102.84419867529404,102.92564206290227,33738800
2023-02-08,99.32032775878906,102.87599731116323,97.78583051352528,101.99204700031318,73546000
2023-02-09,94.81118774414062,99.92618634287975,93.22206395223701,99.85666241378209,97798600
2023-02-10,94.21525573730469,96.36057069940037,93.88749686415954,95.08927182148604,49325300
2023-02-13,94.35431671142578,94.70193636274934,93.41077657532756,94.36425086647505,43116600
2023-02-14,94.30464935302734,94.5281261553057,92.02028633258648,94.01662706716678,42513100
2023-02-15,96.4400405883789,96.67840726280502,93.71866562085579,94.09608015349215,36964500
2023-02-16,95.12901306152344,97.21473852424944,94.3245207947317,94.89064638572218,35642100
2023-02-17,93.94709014892578,95.0992095361386,92.81483906979004,94.4238310347647,31095100
2023-02-21,91.42436218261719,92.78008249699454,91.37469898910733,92.60626889724948,28367200
2023-02-22,91.17605590820312,91.7322472700053,90.25237663804509,91.30914022546922,29891100
2023-02-23,90.45101928710938,91.50381230278894,89.39822627142979,91.50381230278894,32423700
2023-02-24,88.74270629882812,89.51740359895886,88.25603884215047,89.02080198835822,31295600
2023-02-27,89.48761749267578,89.83523713868681,89.00094998826033,89.47768333777833,22724300
2023-02-28,89.6862564086914,90.8284340829204,88.91155150939896,88.93141981779948,30546900
2023-03-01,89.89482879638672,90.58013389010253,89.2393110103965,89.5472091723947,26323900
2023-03-02,91.68258666992188,91.85143697598745,89.15984958576476,89.24924181574528,23328600
2023-03-03,93.38096618652344,93.47035841930149,92.03021673850138,92.10966723953366,30242500
2023-03-06,94.93036651611328,95.64547405392449,93.65906759446636,93.71865736343753,28288200
2023-03-07,93.52995300292969,95.43690152155445,93.20617230351891,94.77145712873327,24101500
2023-03-08,94.00669860839844,95.58588829793767,93.76336105969412,93.76336105969412,25395200
2023-03-09,92.03021240234375,95.26804938742116,91.727285122409,93.84776850441317,24438900
2023-03-10,90.39143371582031,92.546683040593,90.18286193383003,91.87130449901218,32850100
2023-03-13,91.0370101928711,92.4473569375284,89.3286994531277,89.94945146160775,31508600
2023-03-14,93.60941314697266,94.18547289264055,92.14940305047024,92.43743292330419,32303900
2023-03-15,95.8937759399414,96.58901517755588,92.40763044267027,92.90423206312043,38367300
2023-03-16,100.38304901123047,101.27693342357118,95.21839530498953,95.91363452706608,54499500
2023-03-17,101.76361083984375,102.78660904283481,100.0652340789256,100.1546187401392,76140300
2023-03-20,101.2372055053711,101.88278912017725,100.104954429728,100.37311596762693,26033900
2023-03-21,105.1206283569336,105.23981547486385,101.16768366482349,101.28687078275374,33122800
2023-03-22,103.51164245605469,106.77928201141202,103.50170830198485,104.42538761445692,32336900
2023-03-23,105.53778076171875,106.37306052241634,104.69355950436757,105.17029282679528,31385800
2023-03-24,105.33912658691406,105.43845296670091,104.02809869564,105.02130187319729,25236200
2023-03-27,102.35952758789062,104.68362720286413,101.93244987448958,104.60416912187331,25393400
2023-03-28,100.67107391357422,102.29992650610916,99.5984126714057,102.29992650610916,24913500
2023-03-29,101.20741271972656,102.1211578913809,100.34332316406291,102.02183908186011,26148300
2023-03-30,100.63134765625,100.91937749279721,99.60834957534662,100.75053476785062,25009800
2023-03-31,103.29313659667969,103.48184763642851,100.75053873603554,101.01870027577499,28108000
2023-04-03,104.19696807861328,104.23668954475642,101.68415721403491,101.97218709758438,20719900
2023-04-04,104.40553283691406,105.37886782015485,103.88906288138487,104.12742954987694,20377200
